Connector Code,Connector: Record ID,Connector: Source,Connector: Connector Activity,Connector: Connector Sub Category,Connector: Connector Category,Connector: Connector Type,Connector: App Registered,Oct-16,May-17,Oct-17,Dec-17,Jan-18,Feb-18,Mar-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22
HFFC-001091,aAZ9000000001MP,Employee Referral,Never Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-009375,aAZ0o000000Gpvg,Outdoor Ad,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,2,2,1,3,4,3,5,1,,,3,3,8,5,1,1,2,2,6,5,3,1,,,,,,,,,,,,,,,,,,,
HFFC-012526,aAZ2j00000000ho,Connector App,Never Active,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-007102,aAZ0o000000CqZq,Beat Mapping,Lead Stage,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-020619,aAZ2j0000000B57,,Never Active,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
HFFC-026359,aAZ2j000000L4ZM,Connector App,Lead Stage,One man show,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,2
HFFC-001448,aAZ90000000PDjV,Branch Walk-In,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,1,3,,,3,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,2,2,,7
HFFC-010245,aAZ0o00000008yT,Business Development,Lead Stage,,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,3
HFFC-021916,aAZ2j0000000CmC,Connector App,Dormant Connector,,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,1,,,,,,,,,,,,
HFFC-000229,aAZ9000000000Ej,Other,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,2,3,2,1,2,,,1,,,,,,1,1,1,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-008075,aAZ0o000000GoFA,Other,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,3,1,3,1,2,1,2,17
HFFC-023567,aAZ2j000000L0Dg,Business Development,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,1,,1,1,,,1,4,4,2,19
HFFC-023488,aAZ2j000000L061,Connector App,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,1,1,,,,,,,,,,2
HFFC-025305,aAZ2j000000L2sR,Connector Referral,Dormant Connector,Multi brand Affordable HL,Builder Ecosystem,Builder,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,1,,3,,,,10
HFFC-003571,aAZ0o000000buDj,Outdoor Ad,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-032167,aAZ5i000000LUyg,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
HFFC-002511,aAZ90000000PF7E,Other,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,1,2,,,,,6,5,4,,,1,,1,3,1,2,,1,,3,,4,3,3,3,,1,3,1,,1,,1,4,1,1,1,1,1,1,,,,,,1,,1,8
HFFC-012533,aAZ2j00000000iN,Business Development,Lead Stage,,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-010215,aAZ0o00000008w3,Business Development,Dormant Connector,Multi brand Affordable HL,Micro Connector,Retail Shop,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-016813,aAZ2j00000006Cc,Connector App,Never Active,,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-030571,aAZ5i000000LOeU,Beat Mapping,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,3,17
HFFC-025452,aAZ2j000000L39c,Builder,Dormant Connector,Multi brand Prime HL,Builder Ecosystem,Builder,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,3
HFFC-023323,aAZ2j000000Kzh6,Business Development,Never Active,Multi brand Affordable HL,Micro Connector,Document Writer,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,1
HFFC-026476,aAZ2j000000L4ke,Employee Referral,Lead Stage,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1
HFFC-022187,aAZ2j0000000D7y,Connector App,Lead Stage,One man show,Financial Connectors,Other HFC/Bank employee,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,2
HFFC-023187,aAZ2j000000KzVt,Connector Referral,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,3,1,4
HFFC-013463,aAZ2j00000001v3,Connector App,Lead Stage,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-023786,aAZ2j000000L0Xq,Beat Mapping,Never Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
HFFC-031660,aAZ5i000000LU8F,Beat Mapping,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1
HFFC-004062,aAZ0o000000PGML,Other,Dormant Connector,One man show,Micro Connector,Valuer,0,,,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,1,,1,,,,1,,,,,,,,,,1
HFFC-005164,aAZ0o000000Cnmx,Beat Mapping,Never Active,,Micro Connector,Other,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-009168,aAZ0o000000Gpez,Business Development,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-011567,aAZ0o000000PNK3,Connector App,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,3,,,,,1,1,,5,7,3,1,,,,,6,2,1,,,1,1,2,1,,1,,,2,1,3,2,17
HFFC-022403,aAZ2j0000000DPO,Business Development,Dormant Connector,,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,
HFFC-027798,aAZ5i000000L6Hf,Paper Inserts,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,4,1,2,,15
HFFC-017277,aAZ2j00000006mQ,Call Center,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,2,3,5,4,3,5,2,3,9,3,4,5,6,51
HFFC-018381,aAZ2j00000008Ce,Branch Phone,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,2,,2,2,4,2,1,3,2,7,4,,,2,,,,,,,,6
HFFC-031321,aAZ5i000000LTaN,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
HFFC-022557,aAZ2j0000000Dby,Business Development,Dormant Connector,,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,1,1,,4
HFFC-010728,aAZ0o000000PMEO,Beat Mapping,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-005742,aAZ0o000000CoXU,Business Development,Dormant Connector,Multi brand Affordable HL,Builder Ecosystem,Builder,0,,,,,,,,,,,,,,,,,,1,35,3,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-000693,aAZ9000000000q9,Other,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-025477,aAZ2j000000L3Bd,Connector App,Dormant Connector,One man show,Financial Connectors,Other HFC/Bank employee,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,5,1,,,,8
HFFC-019360,aAZ2j00000009Sn,Connector App,Never Active,Multi brand Affordable HL,Financial Connectors,Other HFC/Bank employee,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,1,2,1,,,,,,,,,,,,,,,,,
HFFC-019990,aAZ2j0000000AHC,Business Development,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,1,5,2,4,2,3,3,1,3,2,2,3,1,3,2,2,26
HFFC-008194,aAZ0o000000GoOl,Business Development,Dormant Connector,Multi brand Affordable HL,Micro Connector,Valuer,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,
HFFC-025589,aAZ2j000000L3MM,Connector App,Never Active,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,3
HFFC-027866,aAZ5i000000L6i7,Business Development,Lead Stage,Multi brand Prime HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2
HFFC-029637,aAZ5i000000LIXb,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1
HFFC-000377,aAZ9000000000Qf,Builder,Dormant Connector,Multi brand Affordable HL,Builder Ecosystem,Builder Employee,1,,,,,,,,,2,2,2,1,7,3,2,,1,1,,2,,,,1,,,,1,1,,,,,,,1,,2,1,1,1,,,,,1,,,,,,,,,,,,,,,,,
HFFC-000505,aAZ9000000000az,Builder,Dormant Connector,Multi brand Affordable HL,Builder Ecosystem,Real Estate Agent/Broker,0,,,,,,,,,,,2,,,,1,1,,3,1,,,,2,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-026845,aAZ2j000000PBKR,Connector App,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,,2,2,4,7,26
HFFC-022447,aAZ2j0000000DSw,Business Development,Active,,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,1,,2,3,2,3,,,1,3,,,2,17
HFFC-029298,aAZ5i000000LG6Z,Connector App,Active,One man show,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,,8
HFFC-001768,aAZ90000000PE9J,Other,Never Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-029274,aAZ5i000000LFsF,Connector App,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,4
HFFC-007943,aAZ0o000000Go4W,Business Development,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,1,,,,,,,,,,4,6,5,,1,1,1,,3,,,2,4,2,3,6,3,2,8,6,6,5,,4,6,2,3,3,3,2,4,2,3,3,3,2,5,2,3,1,4,36
HFFC-024372,aAZ2j000000L1WU,Business Development,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,3
HFFC-014759,aAZ2j00000003YQ,Beat Mapping,Dormant Connector,Multi brand Prime HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,6,4,,3,2,2,2,,,,,,,,,,,,,,,,,,,,,
HFFC-026072,aAZ2j000000L486,Beat Mapping,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,,,,5
HFFC-009333,aAZ0o000000GpsI,Business Development,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,1,,,,,,,,,,,,,,,,,,,,,1,,2,,1,,,,,,,3,1,2,1,,2,,,1,,,,,,,,,,,,,,6,2,7,2,4,9,3,35
HFFC-034320,aAZ5i000000LYIZ,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HFFC-026951,aAZ2j000000PBTs,Other,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,5,4,,14
HFFC-025538,aAZ2j000000L3GY,Connector App,Active,One man show,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,3,6,6,8,4,3,,48
HFFC-026524,aAZ2j000000PAsS,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1
HFFC-034256,aAZ5i000000LYBT,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HFFC-025572,aAZ2j000000L3Kz,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,2
HFFC-009189,aAZ0o000000Gpgg,Business Development,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-015771,aAZ2j00000004qz,Connector App,Lead Stage,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-021798,aAZ2j0000000Ccg,Connector App,Dormant Connector,One man show,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,1,,,1,1,,,,,,2,6
HFFC-016006,aAZ2j000000059m,Connector App,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,14,15,10,18,10,24,8,4,14,19,11,14,10,13,17,15,11,14,13,31,24,17,13,19,18,18,208
HFFC-011794,aAZ0o000000PNcM,Branch Walk-In,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,,,1,2,1,,,,,,1,,,,,2,,1,,,,,,,,,,,,,,
HFFC-028707,aAZ5i000000LCbW,Beat Mapping,Lead Stage,One man show,Construction Community,Civil Engineer,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1
HFFC-016896,aAZ2j00000006JE,Business Development,Never Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,1,,,,,,,,,,,,
HFFC-003854,aAZ0o000000PG5e,Branch Walk-In,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-011066,aAZ0o000000PMfe,Branch Phone,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,,,3,5,3,2,3,3,5,9,10,1,,,2,4,,4,1,1,2,5,4,1,,3,1,1,,,,,15
HFFC-017682,aAZ2j00000007Iq,Beat Mapping,Lead Stage,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-030904,aAZ5i000000LRbG,InternPro,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,4
HFFC-005609,aAZ0o000000CoMl,Beat Mapping,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-030987,aAZ5i000000LSO5,Business Development,Lead Stage,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1
HFFC-011905,aAZ0o000000PNlJ,Connector App,Never Active,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-028118,aAZ5i000000L8e6,InternPro,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,4
HFFC-005529,aAZ0o000000CoGJ,Business Development,Never Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-015077,aAZ2j00000003xf,Customer Referral,Lead Stage,,Construction Community,Civil Engineer,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-016645,aAZ2j00000005z9,Connector Referral,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,9,4,4,7,8,,8,4,4,7,4,5,6,2,1,4,2,3,7,5,,6,2,,34
HFFC-028212,aAZ5i000000L9W4,Connector App,Lead Stage,,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,2
HFFC-013052,aAZ2j00000001O9,Connector App,Dormant Connector,Multi brand Prime HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-032292,aAZ5i000000LVBB,InternPro,Never Active,Multi brand Affordable HL,Financial Connectors,Other HFC/Bank employee,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,6
HFFC-013858,aAZ2j00000002OU,Connector App,Never Active,Multi brand Prime HL,Construction Community,Architect,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-019282,aAZ2j00000009MV,Beat Mapping,Lead Stage,,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
HFFC-001519,aAZ90000000PDpE,BIZ,Never Active,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,6
HFFC-031380,aAZ5i000000LTfh,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
HFFC-027327,aAZ5i000000L1uM,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1
HFFC-000674,aAZ9000000000oc,Business Development,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
HFFC-006680,aAZ0o000000Cq1j,Paper Inserts,Never Active,Multi brand Prime HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-024385,aAZ2j000000L1XX,Business Development,Lead Stage,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
HFFC-028682,aAZ5i000000LCEr,Beat Mapping,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,4
HFFC-001753,aAZ90000000PE86,Other,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,1,4,2,,3,1,1,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,
HFFC-033132,aAZ5i000000LWZr,Business Development,Lead Stage,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
HFFC-007410,aAZ0o000000GnNc,Builder,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,1,,,2,1,4,,2,,,,,,,,1,,2,2,,1,,1,1,,,1,1,,1,1,,,,,,,,,,,1
HFFC-016913,aAZ2j00000006Kb,Branch Phone,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,1,3,1,2,2,,,,,,,,,1,1,,,,,,2
HFFC-005675,aAZ0o000000CoS5,Existing Customer,Dormant Connector,,Micro Connector,Other,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-025776,aAZ2j000000L3hA,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1
HFFC-033425,aAZ5i000000LWy3,Business Development,Lead Stage,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
HFFC-003683,aAZ0o000000PFno,Other,Never Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-033948,aAZ5i000000LXlG,Business Development,Lead Stage,Multi brand Prime HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HFFC-000346,aAZ9000000000OA,Other,Never Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,2
HFFC-031824,aAZ5i000000LURS,Beat Mapping,Lead Stage,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,4
HFFC-011915,aAZ0o000000PNm7,Connector App,Never Active,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
