Connector Code,Connector Id(15),Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22
HFFC-001484,aAZ90000000PDmP,1,,,,1,,,,1,1,,,,,,,,1,1,2,,1,,
HFFC-001491,aAZ90000000PDmy,2,4,2,2,1,1,2,2,,3,1,,3,4,,,1,,,2,,2,,1
HFFC-001506,aAZ90000000PDoB,,,,,,,,,,,,,,,,,,,,,,,1,1
HFFC-001509,aAZ90000000PDoQ,,1,3,1,,,,,,,1,,,,,,,,,,,,,
HFFC-001511,aAZ90000000PDoa,,,,,,,1,2,2,2,,,,,,,,,,,,,,
HFFC-001517,aAZ90000000PDp4,,,,,,,,,,,,,5,3,3,,1,2,3,2,7,4,4,6
HFFC-001519,aAZ90000000PDpE,,,,,,,,,,,,,,,,,,,,,1,2,2,1
HFFC-001523,aAZ90000000PDpY,1,4,8,3,,4,2,6,2,1,,19,13,10,,,,,1,,,,,1
HFFC-001525,aAZ90000000PDpi,,,,,,,,,1,1,1,,3,,,,,1,1,,2,,,
HFFC-001530,aAZ90000000PDq7,,1,1,,,1,,,1,,,,,2,1,3,3,1,,1,1,4,,2
HFFC-001536,aAZ90000000PDqb,,,1,,2,1,,,,,,,4,,1,3,2,2,2,1,1,,1,1
HFFC-001537,aAZ90000000PDqg,3,4,1,2,,,3,4,1,1,3,1,3,,1,3,2,1,,,1,1,,
HFFC-001552,aAZ90000000PDrt,3,,2,2,4,,,1,1,,,1,,,,,,,1,,,,,
HFFC-001553,aAZ90000000PDry,1,,2,2,1,1,1,1,,1,,,,,2,2,,1,,1,2,2,3,2
HFFC-001560,aAZ90000000PDsX,1,,,,,,,,,,,,,,,,,,,,,,,
HFFC-001566,aAZ90000000PDt1,,,,,,,,2,2,,,,,,,,,,,3,2,,,
HFFC-001568,aAZ90000000PDtB,,,,,,,1,,,,2,,2,3,1,4,,,,,2,2,,
HFFC-001575,aAZ90000000PDtk,,,,,,,,,,2,3,,,,,,,,,,,,,
HFFC-001578,aAZ90000000PDtz,,,,,,,,,2,,,,,,,,,,,,,,,
HFFC-001583,aAZ90000000PDuO,1,,,,,,,,,,,,,,,,,,,,,,,
HFFC-001584,aAZ90000000PDuT,1,1,3,,,1,,1,2,,,,,,,,2,,,,,,,
HFFC-001585,aAZ90000000PDuY,1,,,2,,,2,1,,1,,,,,1,3,1,4,3,,,2,,
HFFC-001593,aAZ90000000PDvC,,,,,,,,,2,,1,1,2,1,3,2,4,4,3,3,1,2,3,4
HFFC-001601,aAZ90000000PDvq,,2,,,,,,,,,,,,,,,,,,,,,,
HFFC-001614,aAZ90000000PDwt,,,,4,,,1,,2,,,1,,,,,,,,,,,,
HFFC-001619,aAZ90000000PDxI,1,,,,,1,3,2,,1,1,3,4,,,,,4,1,1,,,,
HFFC-001638,aAZ90000000PDyp,1,2,3,2,,,,,,,,,,,,,,,,,,,,
HFFC-001645,aAZ90000000PDzO,,,,,,,,,1,,,,,,,,,,,,,,,
HFFC-001653,aAZ90000000PE02,1,3,,,5,,,1,,3,2,1,2,1,3,1,1,,,,,,,
HFFC-001669,aAZ90000000PE1K,,,1,1,,2,3,3,1,1,3,,3,3,1,1,5,,,,2,1,1,1
HFFC-001672,aAZ90000000PE1Z,,,,3,9,,,3,1,,6,5,22,4,7,1,6,1,1,4,7,5,6,2
HFFC-001679,aAZ90000000PE28,,1,2,,,1,2,3,,1,,1,,,,,,,,,,,,
HFFC-001687,aAZ90000000PE2m,,,,,1,,,,,,,,,,,,,,,,,,,
HFFC-001689,aAZ90000000PE2w,2,1,2,1,,,,2,,,3,8,2,5,2,2,2,3,,,1,,,
HFFC-001711,aAZ90000000PE4i,,1,,1,,1,,1,1,,,,,,,,,,,,,,1,5
HFFC-001725,aAZ90000000PE5q,,,,1,,,,,,,,,,,,,,,,,,,,
HFFC-001736,aAZ90000000PE6j,,,,,2,1,3,2,,,,,,,,,,,,,,1,1,3
HFFC-001740,aAZ90000000PE73,,,,,1,,,4,3,3,1,3,2,7,15,6,6,3,4,7,7,10,1,3
HFFC-001741,aAZ90000000PE78,1,,,,,,,,,,,,,,,,,,,,,,,
HFFC-001742,aAZ90000000PE7D,11,13,16,26,13,,7,17,12,5,15,10,6,5,9,19,4,19,7,2,5,1,5,6
HFFC-001749,aAZ90000000PE7m,18,20,19,16,12,15,20,23,13,15,15,10,28,15,14,17,17,19,11,5,8,7,16,9
HFFC-001750,aAZ90000000PE7r,,,,1,,,1,1,,,,,,,,1,1,1,4,2,,,1,2
HFFC-001751,aAZ90000000PE7w,,,,,,,,1,,,,,,,,2,,,,,,,1,
HFFC-001753,aAZ90000000PE86,,,,,,,,1,1,,,,,,,,,,,,,,,
HFFC-001756,aAZ90000000PE8L,,,,,,,,,,,,,,,,,2,,1,3,2,1,,
HFFC-001763,aAZ90000000PE8u,,,,,,,2,,,,,1,,,,,,,,,,,,
HFFC-001766,aAZ90000000PE99,2,1,6,4,,,,,2,4,6,2,,1,,,,2,3,3,,1,,3
HFFC-001767,aAZ90000000PE9E,,,,,,,1,,,,,,,,,,,,,,,,,
HFFC-001776,aAZ90000000PE9x,,,1,,,,,,,,,,,,,,,,,,,,,
HFFC-001777,aAZ90000000PEA2,1,2,,5,,,,4,1,3,2,5,8,1,1,2,,1,4,1,1,3,1,7
HFFC-001785,aAZ90000000PEAg,,,,,3,,1,2,,,,,,,,,,,,,,1,,
HFFC-001792,aAZ90000000PEBF,1,,,,,,,,,,,,,,,,,1,,,,,1,
HFFC-001795,aAZ90000000PEBU,,,,,,2,,,,,,,1,,,,,,,,,,,
HFFC-001797,aAZ90000000PEBe,,,,,,,,,,,,,,,,,,1,1,,2,,,
HFFC-001805,aAZ90000000PECI,,,,,,,,,,,,1,,1,,,1,1,,,1,,,
HFFC-001811,aAZ90000000PECm,,,,1,,1,,1,3,,,,,,,1,,,,,,2,,
HFFC-001815,aAZ90000000PED6,,2,,3,1,2,,,1,,1,,,1,,,,2,,1,1,,,
HFFC-001816,aAZ90000000PEDB,,,,,,1,9,2,,,,,,,,,,,,,,,,
HFFC-001818,aAZ90000000PEDL,,,,,,,,,,,,,2,,,,,,,,,2,1,
HFFC-001822,aAZ90000000PEDf,,,,1,,,,,,,,,,,,,,,,,,,,
HFFC-001824,aAZ90000000PEDp,,2,1,,1,1,1,,2,1,,,,1,,,,,,,,1,,
HFFC-001825,aAZ90000000PEDu,,,2,,,,,,,,1,1,,,,1,,,1,,,,,
HFFC-001829,aAZ90000000PEEE,,,,,,,,2,,,,,,,,,,,,,,,,
HFFC-001830,aAZ90000000PEEJ,,,,,,,1,,,,,,,,,,,,,,,,,
HFFC-001834,aAZ90000000PEEd,,,,,,,1,,,,,,,,,,,,,,,,,
HFFC-001837,aAZ90000000PEEs,1,,,,,,1,3,3,5,4,9,5,4,,3,,,,,,,,
HFFC-001871,aAZ90000000PEHc,,,4,2,3,,6,5,6,13,7,7,7,12,8,7,12,14,6,7,7,11,7,9
HFFC-001888,aAZ90000000PEIz,,,,5,,,,2,3,3,,4,2,,1,1,,,,,,,,
HFFC-001903,aAZ90000000PEKC,2,,,,,,,,,,,,,,,,,,,,,,,
HFFC-001910,aAZ90000000PEKl,,8,,2,,,1,,,,4,,,2,,2,2,,,,,,,
HFFC-001911,aAZ90000000PEKq,8,5,9,6,1,1,2,3,,6,2,4,3,,3,2,1,1,3,4,6,4,3,10
HFFC-001919,aAZ90000000PELU,,,,1,,,,,,,,,,,,,,,,,,,,
HFFC-001921,aAZ90000000PELe,,,,,,,1,1,,,,,,,,,,,,,,,,
HFFC-001936,aAZ90000000PEMr,,,,,,,,,,,2,,1,,,,,,,,,,,2
HFFC-001937,aAZ90000000PEMw,1,1,1,1,,,,,1,1,,,,1,,,,,,,,,,
HFFC-001944,aAZ90000000PENV,4,2,,5,,,,,,1,,2,,,1,1,,,,1,1,3,1,1
HFFC-001956,aAZ90000000PEOT,,,,,,,,2,1,,,,,1,,,,,,,,,,
HFFC-001970,aAZ90000000PEPb,,,,1,,,,,,,,,,,,,,,,,,,,
HFFC-001973,aAZ90000000PEPq,,,,3,,,,,4,,,1,,1,2,2,,1,,,,,,
HFFC-001987,aAZ90000000PEQy,,,3,1,,,1,,,,,,,,,,,,,,,,1,
HFFC-001993,aAZ90000000PERS,,,,1,2,,,4,,1,1,,,,,1,,,,,,,,
HFFC-001999,aAZ90000000PERw,,,2,,1,,,,,,,,,,,,,,,,,,,
HFFC-002015,aAZ90000000PETE,,,,,,2,2,,,,,,,,,,,,,,,,,
HFFC-002018,aAZ90000000PETT,,,,1,,,,1,,,,,,,,,,,,,,,,
HFFC-002027,aAZ90000000PEUC,,1,1,1,,,,,1,,,,2,,,,1,,,,,,,
HFFC-002033,aAZ90000000PEUg,,,,,,,,,,1,1,1,,2,2,2,,1,,,,,,
HFFC-002034,aAZ90000000PEUl,,1,,,,,,,,1,,,,,,1,,,1,,,1,,1
HFFC-002044,aAZ90000000PEVZ,3,,,,6,3,,,,,,,,,,,,,,,,,,
HFFC-002052,aAZ90000000PEWD,,,,,,,,,,,,,,,,,,1,,1,,,,1
HFFC-002053,aAZ90000000PEWI,2,,,,,,,,,,,,,,,,,,,,,,,
HFFC-002059,aAZ90000000PEWm,,,,,,,1,,,1,,,,,,,,,,,1,,,
HFFC-002060,aAZ90000000PEWr,,,,,1,,,,,,,,,,,,,,,,,,,
HFFC-002063,aAZ90000000PEX6,,,,,1,,,,,1,,,,1,,,,,,,,,,5
HFFC-002064,aAZ90000000PEXB,,,,,,,,,,,1,1,,,,,,,,,,,,
HFFC-002070,aAZ90000000PEXf,,,,,,,,,,,1,,,,,,,,,1,,,,
HFFC-002077,aAZ90000000PEYE,,,,,,,,2,,,,,,,,,,,,,,,,
HFFC-002081,aAZ90000000PEYY,,,,,,,,1,,,,,,,,,,,,,,,,
HFFC-002086,aAZ90000000PEYx,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-002093,aAZ90000000PEZW,,,1,,1,,1,,,,,,,,,,,,,,,,,
HFFC-002097,aAZ90000000PEZq,,,1,1,1,,1,,,,,,1,,,,,,,,,,,
HFFC-002109,aAZ90000000PEao,2,5,8,6,3,2,2,3,5,1,3,1,1,1,3,3,,,,,1,,,
HFFC-002112,aAZ90000000PEb3,,,,1,1,,,,,,1,,,,,,,,,,,,,
HFFC-002113,aAZ90000000PEb8,7,14,12,6,3,3,3,6,4,2,2,1,1,1,1,1,,,,,2,,,
HFFC-002116,aAZ90000000PEbN,,,,,,,,,,,,,1,,,,,,,,,,,
HFFC-002125,aAZ90000000PEc6,,,,,1,,,,,,,,,,,,,,,,,,,
HFFC-002128,aAZ90000000PEcL,,1,1,2,1,,1,1,1,1,2,1,,,,,,,,,,,,
HFFC-002129,aAZ90000000PEcQ,7,7,4,4,1,,1,,,,,,,,,,,,,,,,,
HFFC-002137,aAZ90000000PEd4,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-002139,aAZ90000000PEdE,,,1,1,,,,,,,,,,,,,,,,,,,,
HFFC-002140,aAZ90000000PEdJ,,,,,,,1,,,,,,,,,,,,,,,,,
HFFC-002157,aAZ90000000PEeg,15,10,18,16,15,6,13,14,7,17,10,12,9,11,8,9,7,16,14,13,10,12,6,15
HFFC-002165,aAZ90000000PEfK,,,1,1,,,,,,,,,,,,1,,,,,,,,
HFFC-002169,aAZ90000000PEfe,2,,1,1,2,1,1,1,,,,1,2,,,,,,,,,2,,
HFFC-002172,aAZ90000000PEft,5,5,3,6,4,,3,4,6,1,1,3,,3,1,,,1,,3,4,,1,2
HFFC-002205,aAZ90000000PEiY,1,,,,,,,,,,,3,,,,,,,,,,,,
HFFC-002212,aAZ90000000PEj7,9,4,6,,1,1,7,6,5,4,6,5,4,8,6,5,7,7,6,7,3,6,6,5
HFFC-002214,aAZ90000000PEjH,2,1,1,,,1,2,,1,2,,,,,,,,,,,,,,
HFFC-002230,aAZ90000000PEkZ,1,2,2,1,,,,2,,,,1,,1,1,,,,,,,,,
HFFC-002251,aAZ90000000PEmG,3,2,4,5,,5,6,8,3,3,4,,4,2,4,2,3,,,4,,1,,
HFFC-002252,aAZ90000000PEmL,,,,,,,,,1,,,,,,,,,,,,,,,
HFFC-002254,aAZ90000000PEmV,1,4,,2,,1,,1,,1,2,,,1,1,2,,,,2,1,1,,
HFFC-002258,aAZ90000000PEmp,5,6,3,12,1,1,2,2,4,2,,1,1,,,,,,,,,,,
HFFC-002299,aAZ90000000PEq8,,,,,1,,,,,,,,,,,,,,,,,,,
HFFC-002317,aAZ90000000PEra,1,,,,,1,,,,,,,,,,,,,,,,,,
HFFC-002322,aAZ90000000PErz,,,,,,,1,,,,,,,,,,,,,,,,,
HFFC-002324,aAZ90000000PEs9,1,1,,2,,2,1,2,2,,,,,1,1,,,,,,,,,
HFFC-002332,aAZ90000000PEsn,1,2,1,3,,,7,6,2,,1,9,2,4,2,2,5,,3,2,2,1,3,2
HFFC-002334,aAZ90000000PEsx,,,,,1,1,,4,,,,,,,,,,,,,,,1,
HFFC-002338,aAZ90000000PEtH,,,,,,,,1,,,,,,,,,1,2,,,,,,
HFFC-002352,aAZ90000000PEuP,1,,,,,2,,,,,,,,4,,3,,2,3,1,,1,,
HFFC-002354,aAZ90000000PEuZ,4,2,2,2,,1,2,1,,,4,,3,3,,1,2,,2,2,1,,1,1
HFFC-002358,aAZ90000000PEut,,,,,5,2,,,,,,,,,,,,,,,,,,
HFFC-002367,aAZ90000000PEvc,4,3,3,,,,,,,1,,,,1,,,2,3,,3,1,1,1,3
HFFC-002368,aAZ90000000PEvh,,,,,1,,2,1,,,,,,,,,,,,,,,,
HFFC-002370,aAZ90000000PEvr,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-002378,aAZ90000000PEwV,12,3,10,12,2,6,10,5,11,12,7,3,4,7,3,9,6,4,3,6,2,5,4,3
HFFC-002382,aAZ90000000PEwp,2,,,2,,,,3,2,1,,2,,,,,,,,,,,,
HFFC-002385,aAZ90000000PEx4,,,,,,,,,,,,,,,,,,2,8,3,2,2,,
HFFC-002386,aAZ90000000PEx9,3,,1,3,1,2,4,1,1,,5,3,4,1,,,,,,,,1,,1
HFFC-002388,aAZ90000000PExJ,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-002391,aAZ90000000PExY,,,,,,,,,,,,,,,,,,,,,,,1,1
HFFC-002392,aAZ90000000PExd,,,,,,,1,,,,,,,,,,,,,,,,,
HFFC-002406,aAZ90000000PEyl,12,12,7,7,3,4,4,7,6,2,7,11,12,7,4,2,7,6,3,1,,2,5,6
HFFC-002413,aAZ90000000PEzK,,,,,,,,,,,1,,2,,,2,,,,1,1,,,
HFFC-002424,aAZ90000000PF0D,,,,,,,,,,,,,,,,,,,,,,,1,
HFFC-002426,aAZ90000000PF0N,3,4,,3,2,,,4,3,2,3,1,,,2,1,,1,3,2,5,7,2,4
HFFC-002431,aAZ90000000PF0m,,1,,,,,,,,,,,,,,,,,,,,,,
HFFC-002433,aAZ90000000PF0w,,,,,,,,,,,,,,,,,,,,,,15,2,3
HFFC-002434,aAZ90000000PF11,,,,,,1,,,,,,,,,,1,,,,,,,,
HFFC-002462,aAZ90000000PF3H,,,,3,,,,1,2,1,1,,,,,1,,,,2,,,,
HFFC-002466,aAZ90000000PF3b,,,,,,,,,,,,2,1,,,,,,,,,,1,
HFFC-002487,aAZ90000000PF5I,2,1,3,3,,2,1,,,,,3,3,1,3,2,3,1,1,,,,,
HFFC-002492,aAZ90000000PF5h,,,,,,,,,,,,7,4,4,2,8,6,5,7,5,6,3,10,4
HFFC-002511,aAZ90000000PF7E,3,,1,2,1,,1,,,,,,,,,,,,,,,,,
HFFC-002513,aAZ90000000PF7O,,,,,2,,,,,,,,1,,,,,,,,,,,
HFFC-002525,aAZ90000000PF8M,,,,,,,,,,,,,,,,,,,,,,,,1
HFFC-002529,aAZ90000000PF8g,1,6,,8,5,2,1,4,10,1,3,1,1,,2,3,1,,,,1,1,1,
HFFC-002530,aAZ90000000PF8l,,2,1,,1,1,,,,1,,1,3,3,2,1,2,1,1,1,2,1,,
HFFC-002538,aAZ90000000PF9P,1,,,,,,,,,,,,,,,,,,,,,,,1
HFFC-002540,aAZ90000000PF9Z,,,,,1,,,,,,,,,,,,,,,,,,,
HFFC-002544,aAZ90000000PF9t,,,1,,,,3,,,,,,,,1,,,,1,,,1,,
HFFC-002547,aAZ90000000PFA8,1,,1,5,2,1,2,2,,,,,,,,,,2,2,,,,,2
HFFC-002549,aAZ90000000PFAI,,1,,,,,,,,,,,,,,,,,,,,,,
HFFC-002553,aAZ90000000PFAc,1,5,2,1,1,26,8,3,,,,3,1,,,,,,,,,,,
HFFC-002565,aAZ90000000PFBa,1,4,1,3,,,,3,,1,1,,2,1,,,,,,,,,,
HFFC-002575,aAZ90000000PFCO,,,,,,,,4,,,1,,2,1,1,,,,,,,,,
HFFC-002577,aAZ90000000PFCY,,,,1,2,1,1,2,4,2,2,3,1,3,3,6,,1,2,2,,,3,5
HFFC-002583,aAZ90000000PFD2,,,,,,,1,,,,1,,2,1,,,,1,1,,,,,
HFFC-002586,aAZ90000000PFDH,,1,,,,,,,,,,,,1,,,,,,,,,,
HFFC-002588,aAZ90000000PFDR,,,,,,,,1,,,,,,,,,,,,,,,,
HFFC-002589,aAZ90000000PFDW,13,11,7,13,8,11,8,9,10,23,3,9,19,22,15,42,16,17,12,17,15,6,7,11
HFFC-002592,aAZ90000000PFDl,1,,,,,,,1,,,1,,,,,,,,,,,,,
HFFC-002598,aAZ90000000PFEF,5,6,3,,,,2,2,3,2,3,1,4,2,,2,1,2,2,2,,8,5,4
HFFC-002601,aAZ90000000PFEU,,,6,1,,,3,,,3,,,,,1,,,,,,,,,
HFFC-002606,aAZ90000000PFEt,,,,,,,,1,,,,,,,,,,,,,,,,
HFFC-002612,aAZ90000000PFFN,,,,,,,,,,3,,1,,1,,,,2,,,,,,
HFFC-002623,aAZ90000000PFGG,,,,,,,,1,,,1,,,,,,,,,,,,,
HFFC-002630,aAZ90000000PFGp,1,,,,,,,,,1,,,,,,,,,,,,,2,6
HFFC-002633,aAZ90000000PFH4,,,,,,,,,,2,,,,,,,,,,,1,1,4,3
HFFC-002636,aAZ90000000PFHJ,2,1,2,1,1,,,1,1,2,1,,1,1,,1,1,1,,,,,,
HFFC-002665,aAZ90000000PFJe,,,3,4,1,,2,2,,,,,,,,,,,,,,,,
HFFC-002667,aAZ90000000PFJo,10,9,8,11,3,,4,1,6,3,1,2,3,3,2,6,2,8,3,3,4,5,3,4
HFFC-002669,aAZ90000000PFJy,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-002670,aAZ90000000PFK3,4,2,5,1,,1,2,3,1,1,1,4,2,7,4,2,5,4,4,1,,4,2,2
HFFC-002675,aAZ90000000PFKS,,,,1,1,,1,1,2,2,2,,,2,,,,,,,,,,
HFFC-002682,aAZ90000000PFL1,1,1,,,,,,,,,,,,,,,,,,,,,,
HFFC-002683,aAZ90000000PFL6,,,,,,,,,,,,,2,1,2,2,1,6,,1,,,1,
HFFC-002707,aAZ90000000PFN2,,,,,,,,,,,,4,2,,,,,,,,,,,
HFFC-002709,aAZ90000000PFNC,,,,,,,,,,,,,1,1,,,,,,,,,,
HFFC-002717,aAZ90000000PFNq,,4,2,,,,2,1,4,1,3,3,,1,,,1,1,,,,1,,
HFFC-002721,aAZ90000000PFOA,3,9,6,12,7,6,4,6,4,10,7,3,4,4,3,,2,5,3,2,4,3,4,5
HFFC-002724,aAZ90000000PFOP,,,,,,,,,,,,,,,,,,1,,,,,,
HFFC-002745,aAZ90000000PFQ6,,4,1,3,,,1,2,,,,3,,,1,1,1,2,5,2,1,4,,1
HFFC-002762,aAZ90000000PFRT,4,2,,,2,1,5,3,2,,3,3,4,2,2,7,2,5,7,1,3,2,1,2
HFFC-003035,aAZ0o000000btOF,,,,,5,4,2,,1,1,,,,,,,,,,,,,,
HFFC-003045,aAZ0o000000btP3,1,1,,2,3,,10,21,,1,1,3,15,12,4,8,1,5,1,,,,,
HFFC-003051,aAZ0o000000btPX,,,,,,,,,,,,,,,6,,,,,,,,,
HFFC-003052,aAZ0o000000btPc,1,2,3,1,6,1,,,2,,,,,,,,,,,,,,2,
HFFC-003054,aAZ0o000000btPm,,,,,1,3,1,3,3,6,2,6,3,1,1,,,,,,,,,
HFFC-003057,aAZ0o000000btQ1,4,1,4,5,3,,2,4,6,2,5,,5,,4,2,6,2,4,2,1,5,8,3
HFFC-003063,aAZ0o000000btQV,4,4,1,,2,2,2,2,,,1,,,1,,,1,,,,,,1,
HFFC-003067,aAZ0o000000btQp,4,,,1,,,,,,,,,,,,,,,,,,,,
HFFC-003076,aAZ0o000000btRY,,,,,,,,,1,,,,,,,,,,,,,,,
HFFC-003077,aAZ0o000000btRd,,,,,,,,,,,,,,1,,,,,,,,,,
HFFC-003082,aAZ0o000000btS2,,,,,,,,,1,,,,,,1,,,,,,,,,
HFFC-003083,aAZ0o000000btS7,,,,,,,,1,,,,,,,,,,,2,,,1,1,1
HFFC-003085,aAZ0o000000btSH,,1,,,,,,,,,,,,,,,,,,,,,,
HFFC-003087,aAZ0o000000btSR,,,,,,,,,,,,,,,,,,,,,,1,,
HFFC-003089,aAZ0o000000btsB,2,5,5,2,5,6,9,10,7,6,8,7,11,8,5,12,10,6,5,1,2,,,2
HFFC-003101,aAZ0o000000btTZ,5,1,,,,,,2,2,,1,,2,1,3,,,,,,,,,
HFFC-003105,aAZ0o000000btTt,2,,,,,,2,1,1,,,1,,2,,,,,,,,,,
HFFC-003110,aAZ0o000000btUI,,,,,1,,,,,,1,2,,,,,,,,,,,,
HFFC-003123,aAZ0o000000btVL,,,,,,,,,,,,,,,,,,,,,,3,,
HFFC-003129,aAZ0o000000btVp,,,,,,,,,,1,,,,,,,,,,,,,1,
HFFC-003130,aAZ0o000000btVu,,,1,2,,1,1,,1,1,,,1,,,,,,,,,,,
HFFC-003132,aAZ0o000000btW4,,,,,,,,,,,,,,3,1,2,5,,,,,,,
HFFC-003134,aAZ0o000000btWE,,,,,,1,,,,,,2,3,,3,,1,1,1,,,,,
HFFC-003144,aAZ0o000000btX2,,,,1,,,,,,,1,,,,,,,,,,,,,
HFFC-003147,aAZ0o000000btXH,,,2,,1,1,4,4,4,,1,,,7,,2,2,3,,2,,1,,
HFFC-003148,aAZ0o000000btXM,,,,,,,,,,,,,,,,,,,,,2,,,
HFFC-003154,aAZ0o000000btXq,1,,,,,,,,,,,,,,,,,,,,,,,
HFFC-003164,aAZ0o000000btYe,,,,,,,2,,,,,,,,,,,,,,,,,
HFFC-003182,aAZ0o000000bta6,5,7,3,10,6,,11,7,13,12,7,9,5,5,6,4,2,9,9,8,5,8,4,6
HFFC-003196,aAZ0o000000btfM,1,,,,13,,,,,,,,,,,,,,,,,,,
HFFC-003197,aAZ0o000000btfR,6,1,,2,,,,,3,,,,,,,,,,,,,,,
HFFC-003204,aAZ0o000000btg0,,,,,,,,,,,,,4,1,,1,1,1,2,4,,2,3,
HFFC-003216,aAZ0o000000btgy,4,2,3,2,,,1,3,3,1,2,3,6,2,3,1,4,1,,4,2,4,2,
HFFC-003221,aAZ0o000000bthN,1,,,1,,1,1,,1,,,,,,,,,,,,,,,
HFFC-003222,aAZ0o000000bthS,,,,,,,,,,,,,,,,,,1,,,,,,
HFFC-003223,aAZ0o000000bthX,,1,,,1,,,,,,,,,,,,,,,,,,,
HFFC-003228,aAZ0o000000bthw,,,,2,1,1,6,3,1,2,1,,2,2,3,6,4,3,2,2,1,4,,2
HFFC-003234,aAZ0o000000btiQ,,,,,,,,,,,,4,1,2,1,1,,,,1,,,,
HFFC-003239,aAZ0o000000btip,,,,,,,,,,,,4,,,,,,,,,,,,
HFFC-003249,aAZ0o000000btjd,,,,3,1,,2,2,,,3,8,8,8,2,2,2,9,8,8,7,6,7,3
HFFC-003252,aAZ0o000000btjs,7,3,5,11,1,,,2,6,5,3,9,5,6,3,3,3,5,5,1,3,5,5,9
HFFC-003255,aAZ0o000000btk7,,,,1,1,,2,,,,,,,,,,,,,,,,3,
HFFC-003278,aAZ0o000000btly,,,,,,,,,1,,,,,,,,,,,,,,,
HFFC-003309,aAZ0o000000btoT,,,,,,,1,,,,,,,,,,,,,,,,,
HFFC-003328,aAZ0o000000btq0,2,,,,,,,,,,,,,,,,,,,,,,,
HFFC-003334,aAZ0o000000btqU,,,1,3,,2,,,2,1,1,1,,,,2,,,,,,,,1
HFFC-003352,aAZ0o000000btrw,,,,,,,,,,,,,,,,,2,,,,,,,
HFFC-003355,aAZ0o000000btsB,,,,,,,,,,,,,,,,,,,,,1,,,
HFFC-003380,aAZ0o000000btuC,,,,,1,,,,,,,,,,,,,,,,,,,
HFFC-003381,aAZ0o000000btuH,,,2,4,,,3,1,,,,,,,,,,,,,,,,
HFFC-003435,aAZ0o000000btyd,5,7,,2,,,1,1,,,2,3,4,4,3,5,1,2,3,1,,1,,3
HFFC-003449,aAZ0o000000btzl,4,5,4,4,2,4,9,11,6,3,3,4,3,4,3,3,1,1,,,,,,
HFFC-003473,aAZ0o000000bu5p,1,6,5,3,1,,2,5,8,3,4,4,4,4,1,1,1,3,,1,2,4,2,2
HFFC-003489,aAZ0o000000bu77,,,,,,,2,,,,,,,,,,,,,,,,,
HFFC-003504,aAZ0o000000bu8K,13,16,19,12,1,6,17,18,11,15,11,10,12,11,7,6,3,6,2,2,,1,,3
HFFC-003508,aAZ0o000000bu8e,3,6,6,2,4,1,4,5,3,2,1,5,2,7,2,3,4,1,3,2,,,1,1
HFFC-003527,aAZ0o000000buAB,,,,,,,,,,,,,,,,1,,,,,,,,
HFFC-003537,aAZ0o000000buAz,3,3,1,,,,,,,,,,,,,,,,,,,1,,
HFFC-003539,aAZ0o000000buB9,,,,,,,,,,,,,,,,,,,,,,1,,
HFFC-003614,aAZ0o00000002gg,,1,,1,1,,1,,,,,,,,,,,,,,,,,
HFFC-003617,aAZ0o00000002gv,,,1,,,1,,,1,,,,,,1,,,,,,,,,
HFFC-003641,aAZ0o00000002ir,,1,,,,1,,1,1,2,1,,,1,,,2,,,1,3,2,,2
HFFC-003648,aAZ0o00000002jQ,1,,,,,,,,,,,,,,,,,,,,,,,
HFFC-003669,aAZ0o00000002l7,,,,2,,,,,,,1,4,3,1,3,6,8,2,1,4,2,1,2,1
HFFC-003676,aAZ0o00000002lg,1,1,1,,,,,,1,1,,,,,,,,,,,,,,
HFFC-003699,aAZ0o000000PFtE,2,4,1,,,1,2,3,1,1,2,1,3,,,1,,,,,,,,
HFFC-003713,aAZ0o000000PFuM,,,4,3,2,,,2,2,1,,,,,,,,,,,,1,,
HFFC-003726,aAZ0o000000PFvP,,1,,,,,,,,,,,,,,,,,,,,,,
HFFC-003758,aAZ0o000000PFxz,,2,,,,2,2,2,,1,2,2,,,1,1,1,,,1,1,1,,
HFFC-003761,aAZ0o000000PFyE,,1,,1,,,1,3,,1,,,,,,,,,2,,,,,
HFFC-003813,aAZ0o000000PG2L,,2,2,,1,1,1,3,,,,,,,,,,,,,,,,
HFFC-003853,aAZ0o000000PG5Z,1,1,2,2,1,,1,1,,,,,,,,,,,,,,,,
HFFC-003854,aAZ0o000000PG5e,,,,,,,,,,,,,1,,,,,,,,,,,
HFFC-003915,aAZ0o000000PGAZ,1,1,,,,,1,,,,,,,,,,,,1,,,,,
HFFC-003922,aAZ0o000000PGB8,,,,1,,,,,,,,,3,2,3,1,2,1,1,,,2,1,4
