Connector Code,Id (Connector),Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22
HFFC-026073,aAZ2j000000L48BGAS,,,,,,,,,,,,,,,,,2,,,,,,,
HFFC-005902,aAZ0o000000CokOGAS,6,,,,,,,,,1,,,,2,,,,,,,,,,
HFFC-003069,aAZ0o000000btQzGAI,,,,,1,,,,,,,,,,,,,,,,,,,
HFFC-022501,aAZ2j0000000DXNGA2,,,,,,,,,,,,2,,,,,2,,,,3,1,,
HFFC-023220,aAZ2j000000KzYiGAK,,,,,,,,,,,,,2,3,2,2,1,2,1,,2,1,3,1
HFFC-016082,aAZ2j00000005FpGAI,,,,,,,,,,,,,,,,,,,,2,,,,
HFFC-016744,aAZ2j0000000678GAA,,2,3,3,,1,,1,,,2,,2,2,,2,5,2,6,3,,,,
HFFC-027102,aAZ2j000000PBgXGAW,,,,,,,,,,,,,,,,,,,,,,,,2
HFFC-019925,aAZ2j0000000ABxGAM,,,,,,,1,,,1,,,,,,,,,,,,,,
HFFC-000859,aAZ90000000013hGAA,,,,,,,,,,,,,,,,2,,1,6,5,,2,,
HFFC-014040,aAZ2j00000002dAGAQ,,,,,,,,,,,2,,,,,,,,,,,,,
HFFC-020999,aAZ2j0000000BZlGAM,,,,,,,,1,,2,2,3,,4,2,7,1,7,3,4,4,2,3,7
HFFC-032939,aAZ5i000000LWFWGA4,,,,,,,,,,,,,,,,,,,,,,,,2
HFFC-020283,aAZ2j0000000AeLGAU,,,,,,,,,,,,,,,,,,,1,1,,3,,1
HFFC-026392,aAZ2j000000L4cuGAC,,,,,,,,,,,,,,,,,,,,1,1,,2,
HFFC-017673,aAZ2j00000007I7GAI,,,,,,,,,,,,,,,,,,,,2,,1,2,
HFFC-025073,aAZ2j000000L2YWGA0,,,,,,,,,,,,,,,,,,,,2,,,,
HFFC-018120,aAZ2j00000007rqGAA,,,,,1,,,,,,,,,,,,,,,,,,,
HFFC-029978,aAZ5i000000LKeKGAW,,,,,,,,,,,,,,,,,,,,,,,,1
HFFC-015322,aAZ2j00000004H6GAI,,,,,2,,,,,,,,,,,,,,,,,,,
HFFC-027389,aAZ5i000000L2KKGA0,,,,,,,,,,,,,,,,,,,,,4,,,
HFFC-018638,aAZ2j00000008XDGAY,,,,,,1,4,1,,,,,,,,,,,,,,,,
HFFC-023985,aAZ2j000000L0qxGAC,,,,,,,,,,,,,,2,2,,1,3,,1,1,,,
HFFC-017530,aAZ2j000000076fGAA,,,,2,2,,,,,2,1,,,,2,,,,1,,,,,
HFFC-018416,aAZ2j00000008FTGAY,,,,2,,,,,,,,,,,2,,,,,,,,,
HFFC-031356,aAZ5i000000LTdCGAW,,,,,,,,,,,,,,,,,,,,,,1,,1
HFFC-026844,aAZ2j000000PBKMGA4,,,,,,,,,,,,,,,,,,2,,,,,,
HFFC-023193,aAZ2j000000KzWNGA0,,,,,,,,,,,2,,,,,,,,,,,,,
HFFC-018449,aAZ2j00000008I8GAI,,,,1,,,2,,,,,,,,,,,,,,,,,
HFFC-026891,aAZ2j000000PBOOGA4,,,,,,,,,,,,,,,,,2,2,1,1,,,,
HFFC-027653,aAZ5i000000L4teGAC,,,,,,,,,,,,,,,,,,1,,,,1,,2
HFFC-027801,aAZ5i000000L6HuGAK,,,,,,,,,,,,,,,,,,,,,,,4,
HFFC-011880,aAZ0o000000PNjIGAW,,,1,1,,,,,,,,,,,,,,,,,,,,
HFFC-022498,aAZ2j0000000DX8GAM,,,,,,,,,1,,,,,,,,,,,,,,,
HFFC-011979,aAZ0o000000PNrHGAW,,,,,,,,1,1,,,,,,,,,,,,,,,
HFFC-014616,aAZ2j00000003MtGAI,,,1,2,1,,1,2,1,,,,,,,,,,,2,,,,
HFFC-019624,aAZ2j00000009nvGAA,,,,,,,,,2,,,,,,,,,,,,,,,
HFFC-018367,aAZ2j00000008BWGAY,,,1,,1,,,,2,,,,,,,,,,,,,,,
HFFC-009404,aAZ0o000000Gpy1GAC,1,1,,,,,,,,,,,,,,,,,,,,,,
HFFC-025616,aAZ2j000000L3OXGA0,,,,,,,,,,,,,,,,,,,,,3,1,2,
HFFC-024061,aAZ2j000000L0xoGAC,,,,,,,,,,,,,2,,,6,,,4,3,1,1,2,
HFFC-023166,aAZ2j000000KzUCGA0,,,,,,,,,,,,2,1,3,,,,,,,,,,
HFFC-004958,aAZ0o000000CnWLGA0,,,,,,,,1,,,,,,,,,,,,,,,,
HFFC-004010,aAZ0o000000PGI9GAO,,,,,1,,,,,,1,1,,,,,,1,1,2,2,1,,
HFFC-022542,aAZ2j0000000DalGAE,,,,,,,,,,,,2,,,,,,,,,,,,
HFFC-021967,aAZ2j0000000CqJGAU,,,,,,,,,1,7,8,6,7,7,2,,2,,,,,,,
HFFC-023108,aAZ2j000000KzOTGA0,,,,,,,,,,,,1,1,,,,,,,,,,,
HFFC-030035,aAZ5i000000LKwCGAW,,,,,,,,,,,,,,,,,,,,,3,1,2,2
HFFC-015614,aAZ2j00000004ePGAQ,2,1,1,,,,,,,,,,,1,1,,,,,,,,,
HFFC-026511,aAZ2j000000L4nTGAS,,,,,,,,,,,,,,,,,,,,1,1,1,3,
HFFC-024945,aAZ2j000000L2NnGAK,,,,,,,,,,,,,,,2,2,,,,,,,,
HFFC-023594,aAZ2j000000L0FrGAK,,,,,,,,,,,,,2,,3,1,,,2,2,,,2,2
HFFC-000129,aAZ9000000000CIGAY,,,,,,,,,,,,,,,,1,,1,,,,,,
HFFC-016595,aAZ2j00000005v7GAA,2,,,,,,,,,,,,,,,,,,,,,,,
HFFC-000007,aAZ90000000005EGAQ,,,,,,,,,,,,,,,,,2,,,,,,,
HFFC-004220,aAZ0o000000PGlTGAW,,,,,,,,,,,,,,1,1,,,,,1,1,,,
HFFC-024123,aAZ2j000000L13DGAS,,,,,,,,,,,,,,6,,2,2,4,2,4,2,1,,
HFFC-021145,aAZ2j0000000BlXGAU,,,,,,,,,2,,,1,1,,,1,,,2,,1,1,,
HFFC-019861,aAZ2j0000000A6nGAE,,,,,,2,,,,,,3,3,3,,,,,1,1,,,,
HFFC-016652,aAZ2j00000005ziGAA,2,,,,,,,,,,,,,,,,,,,,,,,
HFFC-018110,aAZ2j00000007r2GAA,,,,,,,,,,,,,2,,,,,,,,,,,
HFFC-011542,aAZ0o000000PNI2GAO,1,,1,,,,,,,,,,,,,,,,,,,,,
HFFC-019329,aAZ2j00000009QIGAY,,,,,,,,,,1,,2,,,,1,2,,3,1,,,1,
HFFC-006648,aAZ0o000000Cpz9GAC,2,7,2,7,4,,4,3,6,1,2,2,,4,3,,,1,,,1,1,2,
HFFC-021296,aAZ2j0000000By7GAE,,,,,,,,1,1,,,,,,,,,,,,,,,
HFFC-001454,aAZ90000000PDjzGAG,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-012080,aAZ2j000000007qGAA,,,,,,,,,1,,,,,,,,,,,,,,,
HFFC-010802,aAZ0o000000PMKMGA4,,4,3,3,5,,,,,,,,,,,,,,1,,,,,
HFFC-023773,aAZ2j000000L0WdGAK,,,,,,,,,,,,,,3,1,,,4,,,,,,
HFFC-004122,aAZ0o000000PGVJGA4,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-000175,aAZ9000000000D2GAI,1,,,,,,,,,,,,,,,,,,,,,,,
HFFC-030666,aAZ5i000000LPXBGA4,,,,,,,,,,,,,,,,,,,,,,,,2
HFFC-023624,aAZ2j000000L0IHGA0,,,,,,,,,,,,,2,,,,,,,1,1,,,
HFFC-022314,aAZ2j0000000DIDGA2,,,,,,,,,,,,,,2,,5,1,,2,,,,,
HFFC-004877,aAZ0o000000CnPoGAK,6,2,6,8,1,,1,1,1,4,,4,6,9,2,6,4,2,1,7,1,5,1,6
HFFC-028722,aAZ5i000000LCkzGAG,,,,,,,,,,,,,,,,,,,,,,4,,
HFFC-019827,aAZ2j0000000A43GAE,,,,,,,,,1,1,2,4,2,,,,,1,1,,,,,2
HFFC-011954,aAZ0o000000PNpGGAW,,1,,4,2,,,,3,1,,2,,,,,2,,,2,,2,2,2
HFFC-019205,aAZ2j00000009GIGAY,,,,,,,,,,,,,,2,,,,,,,,,,
HFFC-021489,aAZ2j0000000CDlGAM,,,,,,,,,,,,,,,,,,,1,1,,,,
HFFC-026212,aAZ2j000000L4L5GAK,,,,,,,,,,,,,,,,,,3,1,,,1,5,3
HFFC-002530,aAZ90000000PF8lGAG,2,1,,1,1,,,,1,1,,,,2,1,2,1,1,,,,,,3
HFFC-031079,aAZ5i000000LTAxGAO,,,,,,,,,,,,,,,,,,,,,,,,1
HFFC-022997,aAZ2j000000KzDzGAK,,,,,,,,,,,1,1,1,,1,4,1,,,,,2,,
HFFC-024074,aAZ2j000000L0yrGAC,,,,,,,,,,,,,,,1,1,,,,,,,,
HFFC-000699,aAZ9000000000qiGAA,,,,,,,,,,,,,,,,,2,,,,,,,
HFFC-028679,aAZ5i000000LCEcGAO,,,,,,,,,,,,,,,,,,,,,2,,,2
HFFC-019284,aAZ2j00000009MfGAI,,,,,,,2,,,,,,,,,,,,,,,,,
HFFC-030566,aAZ5i000000LOe5GAG,,,,,,,,,,,,,,,,,,,,,,2,,
HFFC-015789,aAZ2j00000004sRGAQ,2,,,,,,,,,,,,,,,,,,,,,,,
HFFC-001679,aAZ90000000PE28GAG,5,1,,,,,,,4,1,,,,1,,,,,,,,,,
HFFC-025476,aAZ2j000000L3BYGA0,,,,,,,,,,,,,,,,,,,2,3,,,1,
HFFC-011959,aAZ0o000000PNpfGAG,8,4,6,9,8,3,6,4,12,8,8,10,4,4,10,4,5,5,4,6,8,11,3,2
HFFC-008755,aAZ0o000000Gp7lGAC,,,,,,,,,,,,,,,,,,,,,,1,,
HFFC-001464,aAZ90000000PDknGAG,,1,1,,,,,,,,,,,,,,,,,,,,,
HFFC-024653,aAZ2j000000L1whGAC,,,,,,,,,,,,,,,1,1,2,2,,,,,,
HFFC-018567,aAZ2j00000008ReGAI,,,,5,1,,,1,7,1,5,,2,2,2,,1,1,1,2,1,,,
HFFC-028744,aAZ5i000000LCz9GAG,,,,,,,,,,,,,,,,,,,,,,,1,5
HFFC-011298,aAZ0o000000PMyMGAW,,1,,,,,1,2,,,,,2,,4,,,,,,,,,
HFFC-023843,aAZ2j000000L0dAGAS,,,,,,,,,,,,,4,12,8,12,4,4,7,16,,2,1,1
HFFC-020462,aAZ2j0000000AsXGAU,,,,,,,,1,6,,1,7,4,4,3,1,,,,,,,,
HFFC-016952,aAZ2j00000006NaGAI,,2,,,,,,,,,,,,,,,,4,,,,,,
HFFC-026517,aAZ2j000000L4nxGAC,,,,,,,,,,,,,,,,,,6,,,,,1,5
HFFC-000410,aAZ9000000000TKGAY,1,,,,,,,,,,,,,,,,,,,,,,,
HFFC-017128,aAZ2j00000006aUGAQ,,,,,,,,,,,,,,,,,,,1,,1,1,3,
HFFC-011834,aAZ0o000000PNfaGAG,2,,,,,,,,,,,,,,,,,,,,,,,
HFFC-025824,aAZ2j000000L3lMGAS,,,,,,,,,,,,,,,,,,2,,,,,,
HFFC-028534,aAZ5i000000LBmkGAG,,,,,,,,,,,,,,,,,,,,,,,,2
HFFC-025891,aAZ2j000000L3shGAC,,,,,,,,,,,,,,,,3,5,,,,,,,
HFFC-022251,aAZ2j0000000DD8GAM,,,,,,,,,2,,,,,,,,,,,,,,,
HFFC-019726,aAZ2j00000009w9GAA,,,,,,,,1,,5,1,2,1,,,,,,,,,,4,3
HFFC-025530,aAZ2j000000L3FuGAK,,,,,,,,,,,,,,,,,1,3,1,,,,,
HFFC-016345,aAZ2j00000005axGAA,,,,1,1,3,1,,,1,5,2,,2,,,2,,,,,,,
HFFC-023493,aAZ2j000000L06QGAS,,,,,,,,,,,,,1,1,,,,,2,,1,,,
HFFC-020685,aAZ2j0000000BARGA2,,,,,,,2,,,,2,4,4,,,,5,1,1,3,2,3,1,
HFFC-015833,aAZ2j00000004vzGAA,1,1,,,,,,,,,,,,,,,,,,,,,,
HFFC-028165,aAZ5i000000L97JGAS,,,,,,,,,,,,,,,,,,,,,,3,,1
HFFC-018858,aAZ2j00000008odGAA,,,2,3,1,4,4,1,5,,4,6,8,3,3,9,5,2,5,2,4,1,2,5
HFFC-027269,aAZ5i000000L1LeGAK,,,,,,,,,,,,,,,,,,2,,,,2,2,
HFFC-013412,aAZ2j00000001rBGAQ,,,,1,5,1,1,1,3,3,7,3,,2,5,,3,3,2,,1,3,3,2
HFFC-022657,aAZ2j000000KymAGAS,,,,,,,,,,,,,2,4,,2,1,1,,2,,1,1,
HFFC-008041,aAZ0o000000GoCQGA0,,,,,,,,,2,,2,,,,,,,,,,,2,,
HFFC-032982,aAZ5i000000LWNlGAO,,,,,,,,,,,,,,,,,,,,,,,,2
HFFC-021855,aAZ2j0000000ChHGAU,,,,,,,,,,2,,2,2,,,,,,,,,,,
HFFC-023891,aAZ2j000000L0hMGAS,,,,,,,,,,,,,2,,1,,,,,,,,,
HFFC-015371,aAZ2j00000004KyGAI,1,4,2,,,,,1,1,,,1,2,,,,,,,,,,,2
HFFC-024079,aAZ2j000000L0zGGAS,,,,,,,,,,,,,,2,,,,,,,,,,
HFFC-010981,aAZ0o000000PMYnGAO,1,3,,,,,,,,2,4,,2,2,2,4,1,2,4,3,1,6,3,1
HFFC-001825,aAZ90000000PEDuGAO,,,,,,1,,,,,,1,5,,,,,,,,,,,
HFFC-007584,aAZ0o000000GnbeGAC,,,,,,,,,,,,,,,,,,2,,,,,,
HFFC-031160,aAZ5i000000LTHUGA4,,,,,,,,,,,,,,,,,,,,,,2,,
HFFC-010243,aAZ0o00000008yJGAQ,6,1,,,,,,,,5,5,,2,2,,,,,,,,,,
HFFC-012460,aAZ2j00000000cUGAQ,1,,,,,,,,,,,,,,,,,,,,,,,
HFFC-007055,aAZ0o000000CqW3GAK,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-009170,aAZ0o000000Gpf9GAC,,,,,,,,,,,,,,,,,,,,,1,1,,2
HFFC-000791,aAZ9000000000yDGAQ,2,5,,,7,1,1,4,2,,4,4,,,2,4,1,4,1,2,1,3,3,2
HFFC-006564,aAZ0o000000CpsNGAS,1,,,2,,,,,,,,,,,,,,,,,,,,
HFFC-006923,aAZ0o000000CqLKGA0,,,,,,,,,,,,,,,,,,,,,2,,,1
HFFC-011432,aAZ0o000000PN9AGAW,2,2,,,,,,,,,,,,,,,,,,,,,,
HFFC-011401,aAZ0o000000PN6fGAG,,,,,,,,,,,,,,,,,1,,,,,,,
HFFC-000477,aAZ9000000000YjGAI,,,1,,,,,,,2,,,,,,,,,,,,,,
HFFC-010858,aAZ0o000000PMOsGAO,,,,,,,,,,,,,,,,,,,,,,2,2,
HFFC-013327,aAZ2j00000001kKGAQ,,2,,,2,,3,2,1,1,1,1,2,,,1,,,,1,5,,3,4
HFFC-007059,aAZ0o000000CqWNGA0,,,,,,,,,,,,,,,,2,,,,1,2,,,
HFFC-010462,aAZ0o000000PLswGAG,2,1,,1,,,1,,,,2,,,,,,,,,,,,,
HFFC-003249,aAZ0o000000btjdGAA,,,,,2,,,,,2,,5,7,4,4,,4,2,11,12,11,8,3,8
HFFC-014732,aAZ2j00000003WFGAY,2,1,,,2,,1,2,1,,,2,,,,,,2,2,,1,,2,
HFFC-025983,aAZ2j000000L407GAC,,,,,,,,,,,,,,,,,,,,,,,4,
HFFC-021289,aAZ2j0000000BxYGAU,,,,,,,,,,,6,4,2,6,8,4,2,2,7,,3,5,5,6
HFFC-000970,aAZ9000000001CeGAI,,,,,,,,,,,1,1,,,,,,,,,,,,
HFFC-028337,aAZ5i000000LAY4GAO,,,,,,,,,,,,,,,,,,,,,2,2,7,1
HFFC-023045,aAZ2j000000KzHrGAK,,,,,,,,,,,,,3,,,1,,,,,,,,
HFFC-018420,aAZ2j00000008FnGAI,,,2,6,,,,,,,2,2,,2,,6,,1,1,,2,,,
HFFC-007388,aAZ0o000000GnLqGAK,,,,,1,,1,,2,,,,,,,,,1,,1,,,,
HFFC-007823,aAZ0o000000GnuvGAC,,,,,,,,2,,,,,1,,,,,,,,,,,
HFFC-028271,aAZ5i000000L9zbGAC,,,,,,,,,,,,,,,,,,,,,,,,3
HFFC-021445,aAZ2j0000000CA8GAM,,,,,,,,,2,2,2,2,2,2,4,2,,3,,3,2,,,
HFFC-031566,aAZ5i000000LTyjGAG,,,,,,,,,,,,,,,,,,,,,,1,1,
HFFC-010280,aAZ0o000000091IGAQ,2,,,1,,,1,7,,6,6,,2,,,,,,1,1,,,,
HFFC-022895,aAZ2j000000Kz5CGAS,,,,,,,,,,,2,,,,,,,1,,,,,,
HFFC-008687,aAZ0o000000Gp2HGAS,1,1,,,,,,,4,4,2,,2,,,,,,,,,,,
HFFC-023495,aAZ2j000000L06aGAC,,,,,,,,,,,,2,,,,,2,,,2,,2,1,1
HFFC-001484,aAZ90000000PDmPGAW,,,,,,,2,,,,,,2,4,,,,2,,,4,,,
HFFC-032345,aAZ5i000000LVG6GAO,,,,,,,,,,,,,,,,,,,,,,,,2
HFFC-021551,aAZ2j0000000CIlGAM,,,,,,,,,2,,,,,,,,,,,,,,,
HFFC-025718,aAZ2j000000L3Z6GAK,,,,,,,,,,,,,,,,,,2,2,2,,,,2
HFFC-020853,aAZ2j0000000BNzGAM,,,,,,,2,,,,,,,,,,,,,,,,,
HFFC-030369,aAZ5i000000LMxFGAW,,,,,,,,,,,,,,,,,,,,,2,1,1,
HFFC-029882,aAZ5i000000LJSWGA4,,,,,,,,,,,,,,,,,,,,,,2,,
HFFC-026642,aAZ2j000000PB31GAG,,,,,,,,,,,,,,,,,2,4,2,6,,4,2,2
HFFC-007000,aAZ0o000000CqRXGA0,,,3,4,1,2,,,,1,1,1,2,2,,1,2,1,2,4,1,,1,
HFFC-024977,aAZ2j000000L2QNGA0,,,,,,,,,,,,,,,,1,,,,,,,,
HFFC-019914,aAZ2j0000000AB4GAM,,,,,,,1,2,2,2,4,,7,2,,5,1,5,1,2,4,,,2
HFFC-006907,aAZ0o000000CqK2GAK,3,2,3,3,2,,2,,5,1,,,,,,,,,,,,,,
HFFC-022427,aAZ2j0000000DRKGA2,,,,,,,,,,,,,,,2,,,1,,,,,,
HFFC-007013,aAZ0o000000CqSfGAK,,,,,,2,,,,,,,,,,,,,,,,,,
HFFC-016344,aAZ2j00000005asGAA,,,,4,,,,,2,,,,,,,,,,,,,,,
HFFC-006035,aAZ0o000000CpBdGAK,,,,,,,,,,,2,,,,,,2,3,1,,,,,
HFFC-001222,aAZ90000000PDRHGA4,4,1,5,,2,6,,1,12,11,6,2,4,,2,2,4,3,3,4,6,2,,
HFFC-006542,aAZ0o000000CpqbGAC,,,2,,,,,,2,,,,,,,,,,,,,,,
HFFC-025306,aAZ2j000000L2sWGAS,,,,,,,,,,,,,,,,,,2,,3,5,1,4,4
HFFC-000918,aAZ90000000018SGAQ,,,,,,,,,,,,,,,3,1,,,2,2,1,,,1
HFFC-000008,aAZ90000000005FGAQ,,,,,,1,,,2,,,,,,,,,,,,,,,
HFFC-019349,aAZ2j00000009RuGAI,,,,,,,,,,,,,,,,,2,,,,,2,,
HFFC-024556,aAZ2j000000L1n6GAC,,,,,,,,,,,,,,,,,,2,1,1,,2,,
HFFC-002785,aAZ90000000PFTFGA4,,,,,1,,,,,,,,,,,,,1,,,,,,
HFFC-017856,aAZ2j00000007WnGAI,1,1,,,,,,,,,,,,,,,,,1,1,5,1,2,
HFFC-031899,aAZ5i000000LUXzGAO,,,,,,,,,,,,,,,,,,,,,,,1,1
HFFC-007575,aAZ0o000000GnavGAC,3,4,2,2,,,,1,,2,2,2,,1,,3,2,,,,,,,2
HFFC-019319,aAZ2j00000009PUGAY,,,,,,,,,,,,,,,,,1,1,,,2,,1,2
HFFC-007115,aAZ0o000000CqatGAC,2,,4,5,1,2,,,2,,5,10,5,2,2,8,4,6,2,,,4,1,3
HFFC-023452,aAZ2j000000L01pGAC,,,,,,,,,,,,,,,,,,,,,,,,2
HFFC-006259,aAZ0o000000CpThGAK,,,,,,,,1,,,,,,,,,,,,,,,,
HFFC-019793,aAZ2j0000000A1YGAU,,,,,,,,,2,,,,,1,,,,,,1,,,,
HFFC-032451,aAZ5i000000LVOeGAO,,,,,,,,,,,,,,,,,,,,,,,,2
HFFC-021883,aAZ2j0000000CjXGAU,,,,,,,,,,,,,,,,,,,2,2,,,,2
HFFC-022633,aAZ2j000000Kyk4GAC,,,,,,,,,,,,,,,1,2,,1,,,,,,
HFFC-009403,aAZ0o000000GpxwGAC,,,2,,,,,,,,2,,,,,,,,,,,,,
HFFC-028441,aAZ5i000000LBM9GAO,,,,,,,,,,,,,,,,,,,,5,6,7,13,5
HFFC-000753,aAZ9000000000v9GAA,18,13,12,14,17,6,3,6,9,8,6,9,2,8,6,11,7,5,3,8,7,9,4,6
HFFC-021896,aAZ2j0000000CkaGAE,,,,,,,,,2,,,,,,,,,,,,,,,
HFFC-021146,aAZ2j0000000BlcGAE,,,,,,,,,,,,,,,,,,,,,,2,,
HFFC-021807,aAZ2j0000000CdPGAU,,,,,,,,,,2,,,,,,,,,,,,,,
HFFC-029282,aAZ5i000000LFstGAG,,,,,,,,,,,,,,,,,,,,,,2,,2
HFFC-008869,aAZ0o000000GpGxGAK,,,,,,4,,,,,,1,,,4,2,,,1,2,,,,
HFFC-023133,aAZ2j000000KzRXGA0,,,,,,,,,,,,,2,,,,,,,,,,,
HFFC-021453,aAZ2j0000000CAmGAM,,,,,,,,1,1,2,,1,1,2,,2,,,,1,1,,2,
HFFC-031130,aAZ5i000000LTF4GAO,,,,,,,,,,,,,,,,,,,,,,,2,
HFFC-016246,aAZ2j00000005SyGAI,,,,,,,,,1,,,,1,3,,,,,,,,,,
HFFC-028314,aAZ5i000000LAJaGAO,,,,,,,,,,,,,,,,,,,,1,,2,1,
HFFC-006466,aAZ0o000000CpkOGAS,,,,,,,,1,1,3,1,,,4,4,2,,1,1,2,3,,2,
HFFC-017774,aAZ2j00000007QBGAY,,,,,,,,,,,2,,,,,,,2,,,,,,
HFFC-020261,aAZ2j0000000AcZGAU,,,,,,,,,,,,2,,,,,,,,,,,,
HFFC-023785,aAZ2j000000L0XlGAK,,,,,,,,,,,,,,,,2,,2,2,2,3,7,2,3
HFFC-031440,aAZ5i000000LTkhGAG,,,,,,,,,,,,,,,,,,,,,,1,1,
HFFC-028190,aAZ5i000000L9QAGA0,,,,,,,,,,,,,,,,,,,,,3,1,,
HFFC-029649,aAZ5i000000LIYZGA4,,,,,,,,,,,,,,,,,,,,,,1,1,
HFFC-025803,aAZ2j000000L3jQGAS,,,,,,,,,,,,,,,,,,,,,,,,2
HFFC-022360,aAZ2j0000000DLvGAM,,,,,,,,,,,,,1,1,,,,,,,,,,
HFFC-008072,aAZ0o000000GoEvGAK,,1,1,,,,,1,,,1,,2,,,,,,1,,,,,
HFFC-020871,aAZ2j0000000BPRGA2,,,,,,,2,,,,,2,,,,,,,,,,,,
HFFC-029522,aAZ5i000000LH8cGAG,,,,,,,,,,,,,,,,,,,,1,6,5,,
HFFC-016299,aAZ2j00000005XFGAY,1,1,,1,1,,1,2,1,,,,,,,,,2,,,,,,
HFFC-019851,aAZ2j0000000A5zGAE,,,,1,,,,2,2,,,,,,,,,,,1,2,,1,3
HFFC-024459,aAZ2j000000L1eEGAS,,,,,,,,,,,,,2,3,7,3,1,1,,4,1,,1,
HFFC-026841,aAZ2j000000PBK7GAO,,,,,,,,,,,,,,,,,,,,,,1,1,2
HFFC-012360,aAZ2j00000000UQGAY,,3,1,,,,,,,,,,,,,,,,,,,,,
HFFC-029346,aAZ5i000000LGIhGAO,,,,,,,,,,,,,,,,,,,,,,2,,
HFFC-000695,aAZ9000000000qJGAQ,,,,,,,,1,1,,,,,,,,,,2,1,,,2,
HFFC-028612,aAZ5i000000LC55GAG,,,,,,,,,,,,,,,,,,,,,2,,1,1
HFFC-028051,aAZ5i000000L8YNGA0,,,,,,,,,,,,,,,,,,,,2,,2,,2
HFFC-031033,aAZ5i000000LSqjGAG,,,,,,,,,,,,,,,,,,,,,,,1,1
HFFC-010551,aAZ0o000000PM07GAG,2,3,,4,,,2,,3,1,1,,3,,2,,,,,,,,,
HFFC-003616,aAZ0o00000002gqGAA,,1,,,,,,,,,,,,,,,,,,,,,,
HFFC-002324,aAZ90000000PEs9GAG,,,,,,,2,,,2,,,,,,,,,,,,,,
HFFC-000226,aAZ9000000000EUGAY,2,6,6,4,5,2,9,2,,,5,4,2,6,4,3,2,,2,,,2,7,5
HFFC-032059,aAZ5i000000LUnEGAW,,,,,,,,,,,,,,,,,,,,,,,,1
HFFC-021722,aAZ2j0000000CWYGA2,,,,,,,,,4,1,,2,,,,2,,,,,,,,
HFFC-026065,aAZ2j000000L47XGAS,,,,,,,,,,,,,,,,,,3,4,2,1,2,,
HFFC-011047,aAZ0o000000PMe7GAG,,,,,,,2,,,,,2,,,,,,,,,,,,
HFFC-023316,aAZ2j000000KzgXGAS,,,,,,,,,,,,,,,1,1,,,1,1,,4,,1
HFFC-029466,aAZ5i000000LH4BGAW,,,,,,,,,,,,,,,,,,,,,,,,4
HFFC-023514,aAZ2j000000L087GAC,,,,,,,,,,,1,1,,,,,,,,,,,,
HFFC-032819,aAZ5i000000LVx1GAG,,,,,,,,,,,,,,,,,,,,,,,,3
HFFC-003761,aAZ0o000000PFyEGAW,,,,,1,1,2,2,4,,,1,4,3,,3,3,,2,2,,,,
HFFC-017851,aAZ2j00000007WOGAY,,,1,,,,,,,1,,,2,,,,1,,1,,,,1,2
HFFC-007214,aAZ0o000000Gn7oGAC,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-017990,aAZ2j00000007hRGAQ,,1,,,,,,,,,,,,,,1,,,,,,,,
HFFC-024994,aAZ2j000000L2RkGAK,,,,,,,,,,,,,,,1,4,5,4,2,5,7,6,4,4
HFFC-021308,aAZ2j0000000Bz5GAE,,,,,,,,1,1,,2,,,,,,,,,,,,,
HFFC-030168,aAZ5i000000LM4aGAG,,,,,,,,,,,,,,,,,,,,,,,,2
HFFC-015455,aAZ2j00000004RaGAI,,,,,,,2,,,,,,,,,,,,,,,,,
HFFC-025005,aAZ2j000000L2SdGAK,,,,,,,,,,,,,,,,,,,1,1,,,,
HFFC-000476,aAZ9000000000YeGAI,,,,,,,,,,,,,,,,,,1,,,,,,
HFFC-023466,aAZ2j000000L045GAC,,,,,,,,,,,,6,4,1,1,,2,,2,,1,1,1,6
HFFC-008581,aAZ0o000000GotjGAC,,,,1,,,,,,,,,,,,,,,,,,,,
HFFC-014393,aAZ2j000000034uGAA,,2,,,,,,,,,,,,,,,,,,,,,,
HFFC-027254,aAZ5i000000L0yuGAC,,,,,,,,,,,,,,,,,,,,2,2,,2,1
HFFC-002366,aAZ90000000PEvXGAW,,,,,,,,,1,1,,,,,,,,,,,,,,
HFFC-011009,aAZ0o000000PMb3GAG,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-015938,aAZ2j000000054IGAQ,,,,1,,,3,4,3,5,3,2,3,,1,1,1,3,1,3,2,4,4,2
HFFC-015169,aAZ2j0000000455GAA,,,2,2,,,5,,,2,2,,,,,,,,1,,1,2,,
HFFC-025648,aAZ2j000000L3R7GAK,,,,,,,,,,,,,,,,,,,1,1,,,,
HFFC-023966,aAZ2j000000L0pQGAS,,,,,,,,,,,,,,,,,,,,,,1,1,
HFFC-031053,aAZ5i000000LSwTGAW,,,,,,,,,,,,,,,,,,,,,,,2,
HFFC-023296,aAZ2j000000KzevGAC,,,,,,,,,,,2,,,2,,,,,,,,,,
